Link,Status
https://www.facebook.com/groups/338131402554895/permalink/620733800961319/,1
https://www.facebook.com/groups/338131402554895/permalink/620745250960174/,1
https://www.facebook.com/groups/588844503184094/permalink/1014249710643569/,1
https://www.facebook.com/groups/588844503184094/permalink/1014253740643166/,1
https://www.facebook.com/groups/338131402554895/permalink/620749534293079/,1
https://www.facebook.com/groups/338131402554895/permalink/620752074292825/,1
https://www.facebook.com/groups/588844503184094/permalink/1012539367481270/,0
https://www.facebook.com/groups/338131402554895/permalink/620754007625965/,1
https://www.facebook.com/groups/588844503184094/permalink/1014255827309624/,1
https://www.facebook.com/groups/588844503184094/permalink/1014256650642875/,1
https://www.facebook.com/groups/588844503184094/permalink/1013706390697901/,1
https://www.facebook.com/groups/338131402554895/permalink/620759944292038/,1
https://www.facebook.com/groups/338131402554895/permalink/620743320960367/,0
https://www.facebook.com/groups/338131402554895/permalink/620759717625394/,1
https://www.facebook.com/groups/338131402554895/permalink/620012144366818/,1
https://www.facebook.com/groups/338131402554895/permalink/620754677625898/,1
https://www.facebook.com/groups/338131402554895/permalink/620737054294327/,1
https://www.facebook.com/groups/338131402554895/permalink/620759020958797/,1
https://www.facebook.com/groups/338131402554895/permalink/620534540981245/,1
https://www.facebook.com/groups/338131402554895/permalink/619099071124792/,1
https://www.facebook.com/groups/588844503184094/permalink/1014263690642171/,1
https://www.facebook.com/groups/338131402554895/permalink/620692320965467/,1
https://www.facebook.com/groups/588844503184094/permalink/1014246420643898/,0
https://www.facebook.com/groups/338131402554895/permalink/620761037625262/,0
https://www.facebook.com/groups/338131402554895/permalink/620762040958495/,0
https://www.facebook.com/groups/588844503184094/permalink/1014099947325212/,0
https://www.facebook.com/groups/588844503184094/permalink/1014262523975621/,0
https://www.facebook.com/groups/338131402554895/permalink/575978752103491/,0
https://www.facebook.com/groups/588844503184094/permalink/1014264343975439/,0
https://www.facebook.com/groups/338131402554895/permalink/620763960958303/,0
https://www.facebook.com/groups/338131402554895/permalink/620763817624984/,0
https://www.facebook.com/groups/338131402554895/permalink/620661630968536/,0
https://www.facebook.com/groups/338131402554895/permalink/620635917637774/,0
https://www.facebook.com/groups/338131402554895/permalink/620763117625054/,0
https://www.facebook.com/groups/338131402554895/permalink/620767800957919/,0
https://www.facebook.com/groups/338131402554895/permalink/620765900958109/,0
https://www.facebook.com/groups/338131402554895/permalink/620667207634645/,0
https://www.facebook.com/groups/338131402554895/permalink/620767134291319/,0
https://www.facebook.com/groups/338131402554895/permalink/620767004291332/,0
https://www.facebook.com/groups/338131402554895/permalink/620766687624697/,0
https://www.facebook.com/groups/338131402554895/permalink/620766654291367/,0
https://www.facebook.com/groups/338131402554895/permalink/620650537636312/,0
https://www.facebook.com/groups/338131402554895/permalink/620580294310003/,0
https://www.facebook.com/groups/338131402554895/permalink/620766294291403/,0
https://www.facebook.com/groups/338131402554895/permalink/612067648494601/,0
https://www.facebook.com/groups/338131402554895/permalink/618058074562225/,0
https://www.facebook.com/groups/338131402554895/permalink/619038054464227/,0
https://www.facebook.com/groups/338131402554895/permalink/620658770968822/,0
https://www.facebook.com/groups/338131402554895/permalink/620727097628656/,0
https://www.facebook.com/groups/338131402554895/permalink/616832751351424/,0
https://www.facebook.com/groups/338131402554895/permalink/619982197703146/,0
https://www.facebook.com/groups/338131402554895/permalink/620765774291455/,0
https://www.facebook.com/groups/338131402554895/permalink/620767960957903/,0
https://www.facebook.com/groups/338131402554895/permalink/620662527635113/,0
https://www.facebook.com/groups/338131402554895/permalink/620765377624828/,0
https://www.facebook.com/groups/588844503184094/permalink/1014267307308476/,0
https://www.facebook.com/groups/588844503184094/permalink/1013736284028245/,0
https://www.facebook.com/groups/338131402554895/permalink/620605374307495/,0
https://www.facebook.com/groups/338131402554895/permalink/620764560958243/,0
https://www.facebook.com/groups/588844503184094/permalink/1014265690641971/,0
https://www.facebook.com/groups/588844503184094/permalink/1014063400662200/,0
https://www.facebook.com/groups/588844503184094/permalink/1014240777311129/,0
https://www.facebook.com/groups/588844503184094/permalink/1014266437308563/,0
https://www.facebook.com/groups/588844503184094/permalink/1014264780642062/,0
https://www.facebook.com/groups/588844503184094/permalink/1013952567339950/,0
https://www.facebook.com/groups/338131402554895/permalink/620719220962777/,0
https://www.facebook.com/groups/338131402554895/permalink/620648230969876/,0
https://www.facebook.com/groups/338131402554895/permalink/620761290958570/,0
